filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,策略评分
605162.SH_新中港.csv,4,11.36%,100.00%,26.07%,0.50%,0.114,0.114
605166.SH_聚合顺.csv,2,2.50%,100.00%,2.86%,2.13%,0.025,0.025
605167.SH_利柏特.csv,0,N/A,N/A,N/A,N/A,,
605168.SH_三人行.csv,1,10.46%,100.00%,10.46%,10.46%,0.105,0.105
605169.SH_洪通燃气.csv,2,0.02%,50.00%,6.69%,-6.64%,1.006,0.503
605177.SH_东亚药业.csv,3,-7.16%,33.33%,7.97%,-15.62%,0.541,0.18
605178.SH_时空科技.csv,3,10.01%,66.67%,26.01%,-0.61%,25.018,16.678
605179.SH_一鸣食品.csv,0,N/A,N/A,N/A,N/A,,
605180.SH_华生科技.csv,1,-7.11%,0.00%,-7.11%,-7.11%,0.0,0.0
605183.SH_确成股份.csv,1,10.64%,100.00%,10.64%,10.64%,0.106,0.106
605186.SH_健麾信息.csv,2,-8.99%,0.00%,-4.18%,-13.79%,0.0,0.0
605188.SH_国光连锁.csv,3,-4.49%,66.67%,0.68%,-14.76%,0.044,0.029
605189.SH_富春染织.csv,3,2.16%,66.67%,6.30%,-2.08%,2.059,1.372
605196.SH_华通线缆.csv,1,4.48%,100.00%,4.48%,4.48%,0.045,0.045
605198.SH_安德利.csv,1,-7.30%,0.00%,-7.30%,-7.30%,0.0,0.0
605199.SH_ST葫芦娃.csv,3,-3.92%,33.33%,1.92%,-9.08%,0.281,0.094
605208.SH_永茂泰.csv,4,13.62%,100.00%,25.66%,5.04%,0.136,0.136
605218.SH_伟时电子.csv,2,14.11%,100.00%,24.17%,4.06%,0.141,0.141
605222.SH_起帆电缆.csv,2,2.56%,100.00%,4.04%,1.09%,0.026,0.026
605228.SH_神通科技.csv,5,12.97%,100.00%,20.26%,1.31%,0.13,0.13
605255.SH_天普股份.csv,3,-0.07%,66.67%,0.75%,-1.67%,0.44,0.294
605258.SH_协和电子.csv,3,19.88%,100.00%,25.64%,13.22%,0.199,0.199
605259.SH_绿田机械.csv,2,0.96%,50.00%,4.59%,-2.66%,1.721,0.861
605266.SH_健之佳.csv,2,-5.62%,50.00%,0.34%,-11.59%,0.029,0.015
605268.SH_王力安防.csv,1,1.30%,100.00%,1.30%,1.30%,0.013,0.013
605277.SH_新亚电子.csv,2,-9.68%,50.00%,0.80%,-20.15%,0.039,0.02
605286.SH_同力日升.csv,2,-11.96%,0.00%,-9.02%,-14.89%,0.0,0.0
605287.SH_德才股份.csv,2,7.01%,100.00%,8.78%,5.23%,0.07,0.07
605288.SH_凯迪股份.csv,6,-1.85%,33.33%,10.82%,-10.14%,1.208,0.403
605289.SH_罗曼股份.csv,1,8.51%,100.00%,8.51%,8.51%,0.085,0.085
605296.SH_神农集团.csv,2,-1.67%,50.00%,3.24%,-6.58%,0.492,0.246
605298.SH_必得科技.csv,5,8.13%,80.00%,31.21%,-4.21%,2.667,2.133
605299.SH_舒华体育.csv,1,6.47%,100.00%,6.47%,6.47%,0.065,0.065
605300.SH_佳禾食品.csv,1,-12.17%,0.00%,-12.17%,-12.17%,0.0,0.0
605303.SH_园林股份.csv,0,N/A,N/A,N/A,N/A,,
605305.SH_中际联合.csv,1,6.91%,100.00%,6.91%,6.91%,0.069,0.069
605318.SH_法狮龙.csv,2,-4.08%,0.00%,-2.60%,-5.57%,0.0,0.0
605319.SH_无锡振华.csv,0,N/A,N/A,N/A,N/A,,
605333.SH_沪光股份.csv,4,-5.92%,25.00%,1.28%,-10.03%,0.154,0.039
605336.SH_帅丰电器.csv,1,1.72%,100.00%,1.72%,1.72%,0.017,0.017
605337.SH_李子园.csv,1,3.54%,100.00%,3.54%,3.54%,0.035,0.035
605338.SH_巴比食品.csv,0,N/A,N/A,N/A,N/A,,
605339.SH_南侨食品.csv,1,-2.52%,0.00%,-2.52%,-2.52%,0.0,0.0
605358.SH_立昂微.csv,2,-3.55%,0.00%,-2.87%,-4.23%,0.0,0.0
605365.SH_立达信.csv,2,-4.25%,0.00%,-3.26%,-5.23%,0.0,0.0
605366.SH_宏柏新材.csv,0,N/A,N/A,N/A,N/A,,
605368.SH_蓝天燃气.csv,3,0.75%,33.33%,7.73%,-3.84%,2.818,0.939
605369.SH_拱东医疗.csv,6,-0.81%,16.67%,8.72%,-3.68%,3.216,0.536
605376.SH_博迁新材.csv,5,3.19%,80.00%,12.11%,-6.71%,0.844,0.675
605377.SH_华旺科技.csv,5,0.17%,60.00%,9.92%,-12.44%,0.708,0.425
605378.SH_野马电池.csv,0,N/A,N/A,N/A,N/A,,
605388.SH_均瑶健康.csv,1,11.48%,100.00%,11.48%,11.48%,0.115,0.115
605389.SH_长龄液压.csv,1,-4.02%,0.00%,-4.02%,-4.02%,0.0,0.0
605398.SH_新炬网络.csv,3,26.89%,100.00%,34.54%,22.97%,0.269,0.269
605399.SH_晨光新材.csv,1,-0.83%,0.00%,-0.83%,-0.83%,0.0,0.0
605488.SH_福莱新材.csv,2,-1.64%,0.00%,-0.60%,-2.67%,0.0,0.0
605499.SH_东鹏饮料.csv,5,2.34%,40.00%,14.12%,-3.85%,4.654,1.862
605500.SH_森林包装.csv,1,1.31%,100.00%,1.31%,1.31%,0.013,0.013
605507.SH_国邦医药.csv,1,0.90%,100.00%,0.90%,0.90%,0.009,0.009
605555.SH_德昌股份.csv,3,2.70%,100.00%,3.49%,1.92%,0.027,0.027
605566.SH_福莱蒽特.csv,1,-7.32%,0.00%,-7.32%,-7.32%,0.0,0.0
605567.SH_春雪食品.csv,0,N/A,N/A,N/A,N/A,,
605577.SH_龙版传媒.csv,0,N/A,N/A,N/A,N/A,,
605580.SH_恒盛能源.csv,6,3.06%,50.00%,20.90%,-16.48%,1.819,0.909
605588.SH_冠石科技.csv,0,N/A,N/A,N/A,N/A,,
605589.SH_圣泉集团.csv,2,-0.58%,50.00%,0.66%,-1.82%,0.364,0.182
605598.SH_上海港湾.csv,0,N/A,N/A,N/A,N/A,,
605599.SH_菜百股份.csv,0,N/A,N/A,N/A,N/A,,
688001.SH_华兴源创.csv,1,-3.38%,0.00%,-3.38%,-3.38%,0.0,0.0
688002.SH_睿创微纳.csv,4,-4.45%,0.00%,-2.04%,-6.91%,0.0,0.0
688003.SH_天准科技.csv,2,-5.61%,0.00%,-1.85%,-9.36%,0.0,0.0
688004.SH_博汇科技.csv,7,8.84%,85.71%,33.26%,-3.82%,2.869,2.459
688005.SH_容百科技.csv,5,1.15%,60.00%,10.57%,-5.87%,1.032,0.619
688006.SH_杭可科技.csv,0,N/A,N/A,N/A,N/A,,
688007.SH_光峰科技.csv,1,2.28%,100.00%,2.28%,2.28%,0.023,0.023
688008.SH_澜起科技.csv,3,1.84%,66.67%,8.82%,-5.45%,1.008,0.672
688009.SH_中国通号.csv,4,3.57%,50.00%,12.89%,-0.98%,10.287,5.144
688010.SH_福光股份.csv,5,9.19%,100.00%,17.75%,3.45%,0.092,0.092
688011.SH_新光光电.csv,0,N/A,N/A,N/A,N/A,,
688012.SH_中微公司.csv,4,3.28%,75.00%,8.27%,-4.96%,1.215,0.911
688013.SH_天臣医疗.csv,1,-1.62%,0.00%,-1.62%,-1.62%,0.0,0.0
688015.SH_交控科技.csv,4,2.50%,50.00%,11.79%,-4.78%,2.754,1.377
688016.SH_心脉医疗.csv,4,-0.48%,50.00%,3.51%,-5.04%,0.692,0.346
688017.SH_绿的谐波.csv,4,2.04%,50.00%,17.51%,-15.19%,1.528,0.764
688018.SH_乐鑫科技.csv,3,-3.64%,0.00%,-1.14%,-5.87%,0.0,0.0
688019.SH_安集科技.csv,6,0.83%,50.00%,8.48%,-4.91%,1.631,0.815
688020.SH_方邦股份.csv,10,0.27%,50.00%,30.16%,-30.48%,1.061,0.531
688021.SH_奥福科技.csv,6,0.56%,66.67%,7.14%,-8.23%,0.686,0.457
688022.SH_瀚川智能.csv,7,-1.38%,42.86%,10.81%,-11.81%,0.939,0.403
688023.SH_安恒信息.csv,4,11.98%,100.00%,20.27%,3.45%,0.12,0.12
688025.SH_杰普特.csv,4,0.05%,50.00%,5.40%,-7.25%,1.023,0.511
688026.SH_洁特生物.csv,2,4.28%,100.00%,4.82%,3.74%,0.043,0.043
688027.SH_国盾量子.csv,3,3.01%,100.00%,3.65%,2.16%,0.03,0.03
688028.SH_沃尔德.csv,2,-3.92%,0.00%,-1.43%,-6.40%,0.0,0.0
688029.SH_南微医学.csv,11,2.48%,63.64%,20.10%,-6.20%,1.532,0.975
688030.SH_山石网科.csv,4,-1.85%,25.00%,4.54%,-9.69%,1.142,0.285
688031.SH_星环科技-U.csv,1,0.96%,100.00%,0.96%,0.96%,0.01,0.01
688032.SH_禾迈股份.csv,3,-9.46%,0.00%,-0.24%,-20.31%,0.0,0.0
688033.SH_天宜新材.csv,5,-5.96%,20.00%,3.51%,-12.06%,0.422,0.084
688035.SH_德邦科技.csv,1,-8.31%,0.00%,-8.31%,-8.31%,0.0,0.0
688036.SH_传音控股.csv,3,-4.91%,33.33%,2.60%,-14.45%,0.3,0.1
688037.SH_芯源微.csv,4,-4.45%,25.00%,6.55%,-9.22%,0.807,0.202
688038.SH_中科通达.csv,1,11.68%,100.00%,11.68%,11.68%,0.117,0.117
688039.SH_当虹科技.csv,3,11.82%,33.33%,39.94%,-3.10%,17.868,5.956
688041.SH_海光信息.csv,2,7.15%,100.00%,9.12%,5.19%,0.072,0.072
688045.SH_必易微.csv,2,2.43%,50.00%,5.07%,-0.22%,23.167,11.584
688046.SH_药康生物.csv,1,3.79%,100.00%,3.79%,3.79%,0.038,0.038
688047.SH_龙芯中科.csv,2,1.53%,50.00%,3.23%,-0.18%,18.45,9.225
688048.SH_长光华芯.csv,0,N/A,N/A,N/A,N/A,,
688049.SH_炬芯科技.csv,1,16.60%,100.00%,16.60%,16.60%,0.166,0.166
688050.SH_爱博医疗.csv,5,-1.84%,0.00%,-0.80%,-2.86%,0.0,0.0
688051.SH_佳华科技.csv,4,-2.65%,50.00%,4.57%,-10.53%,0.385,0.192
688052.SH_纳芯微.csv,2,0.66%,50.00%,6.37%,-5.06%,1.26,0.63
688053.SH_思科瑞.csv,2,-5.83%,0.00%,-3.96%,-7.70%,0.0,0.0
688055.SH_龙腾光电.csv,0,N/A,N/A,N/A,N/A,,
688056.SH_莱伯泰科.csv,1,-1.46%,0.00%,-1.46%,-1.46%,0.0,0.0
688057.SH_金达莱.csv,3,1.35%,66.67%,2.50%,-0.03%,60.824,40.549
688058.SH_宝兰德.csv,8,-5.21%,0.00%,-1.65%,-14.17%,0.0,0.0
688059.SH_华锐精密.csv,6,3.15%,66.67%,15.42%,-10.40%,0.985,0.657
688060.SH_云涌科技.csv,2,1.40%,50.00%,4.29%,-1.50%,2.86,1.43
688061.SH_灿瑞科技.csv,2,4.94%,50.00%,10.27%,-0.40%,25.521,12.76
688062.SH_迈威生物-U.csv,3,11.91%,100.00%,23.38%,1.45%,0.119,0.119
688063.SH_派能科技.csv,4,-5.18%,0.00%,-1.37%,-7.85%,0.0,0.0
688065.SH_凯赛生物.csv,2,-0.08%,50.00%,0.80%,-0.97%,0.829,0.414
688066.SH_航天宏图.csv,2,0.45%,50.00%,4.00%,-3.10%,1.291,0.646
688067.SH_爱威科技.csv,1,13.30%,100.00%,13.30%,13.30%,0.133,0.133
688068.SH_热景生物.csv,3,-0.32%,33.33%,17.35%,-10.10%,1.896,0.632
688069.SH_德林海.csv,5,0.76%,60.00%,9.00%,-8.18%,0.827,0.496
688070.SH_纵横股份.csv,3,-7.41%,0.00%,-1.23%,-17.78%,0.0,0.0
688071.SH_华依科技.csv,1,8.99%,100.00%,8.99%,8.99%,0.09,0.09
688072.SH_拓荆科技.csv,4,10.04%,75.00%,31.27%,-1.76%,7.932,5.949
688073.SH_毕得医药.csv,5,0.00%,40.00%,7.30%,-3.71%,1.504,0.601
688075.SH_安旭生物.csv,0,N/A,N/A,N/A,N/A,,
688076.SH_诺泰生物.csv,1,-4.27%,0.00%,-4.27%,-4.27%,0.0,0.0
688077.SH_大地熊.csv,1,4.56%,100.00%,4.56%,4.56%,0.046,0.046
688078.SH_龙软科技.csv,5,-0.56%,40.00%,4.92%,-5.73%,1.125,0.45
688079.SH_美迪凯.csv,4,0.24%,75.00%,1.92%,-3.02%,0.437,0.328
688080.SH_映翰通.csv,2,0.78%,50.00%,4.64%,-3.08%,1.505,0.753
688081.SH_兴图新科.csv,5,5.52%,60.00%,18.54%,-3.54%,5.12,3.072
688082.SH_盛美上海.csv,3,6.37%,100.00%,12.32%,1.66%,0.064,0.064
688083.SH_中望软件.csv,6,2.30%,66.67%,12.89%,-9.84%,1.179,0.786
688084.SH_晶品特装.csv,1,-0.80%,0.00%,-0.80%,-0.80%,0.0,0.0
688085.SH_三友医疗.csv,3,-1.95%,33.33%,3.39%,-9.25%,0.367,0.122
688087.SH_英科再生.csv,4,6.20%,75.00%,12.39%,-1.07%,8.055,6.041
688088.SH_虹软科技.csv,1,3.71%,100.00%,3.71%,3.71%,0.037,0.037
688089.SH_嘉必优.csv,3,-0.31%,66.67%,3.64%,-4.94%,0.406,0.271
688090.SH_瑞松科技.csv,1,3.11%,100.00%,3.11%,3.11%,0.031,0.031
688091.SH_上海谊众.csv,3,1.75%,66.67%,5.62%,-2.01%,1.805,1.204
688092.SH_爱科科技.csv,0,N/A,N/A,N/A,N/A,,
688093.SH_世华科技.csv,4,-0.26%,50.00%,2.41%,-2.85%,0.801,0.401
688095.SH_福昕软件.csv,4,4.58%,100.00%,5.70%,2.30%,0.046,0.046
688096.SH_京源环保.csv,3,6.05%,66.67%,11.93%,-1.26%,7.689,5.126
688097.SH_博众精工.csv,2,-0.82%,50.00%,1.31%,-2.96%,0.444,0.222
688098.SH_申联生物.csv,2,0.60%,50.00%,1.67%,-0.48%,3.517,1.758
688099.SH_晶晨股份.csv,3,-1.42%,33.33%,2.52%,-3.44%,0.743,0.248
688100.SH_威胜信息.csv,3,2.42%,66.67%,4.48%,-1.39%,3.121,2.08
688101.SH_三达膜.csv,1,0.12%,100.00%,0.12%,0.12%,0.001,0.001
688102.SH_斯瑞新材.csv,1,-23.77%,0.00%,-23.77%,-23.77%,0.0,0.0
688103.SH_国力股份.csv,1,3.28%,100.00%,3.28%,3.28%,0.033,0.033
688105.SH_诺唯赞.csv,4,-3.73%,0.00%,-1.05%,-5.41%,0.0,0.0
688106.SH_金宏气体.csv,2,1.19%,50.00%,6.70%,-4.31%,1.553,0.776
688107.SH_安路科技.csv,1,-0.67%,0.00%,-0.67%,-0.67%,0.0,0.0
688108.SH_赛诺医疗.csv,5,-0.97%,40.00%,9.50%,-10.12%,1.026,0.41
688109.SH_品茗科技.csv,2,-5.38%,50.00%,3.37%,-14.13%,0.238,0.119
688110.SH_东芯股份.csv,2,0.08%,50.00%,0.45%,-0.28%,1.598,0.799
688111.SH_金山办公.csv,2,-6.95%,0.00%,-4.38%,-9.53%,0.0,0.0
688112.SH_鼎阳科技.csv,7,3.10%,42.86%,37.96%,-7.08%,2.558,1.096
688113.SH_联测科技.csv,5,3.76%,60.00%,15.93%,-10.11%,1.599,0.959
688114.SH_华大智造.csv,3,0.90%,66.67%,5.47%,-4.60%,0.794,0.529
688115.SH_思林杰.csv,0,N/A,N/A,N/A,N/A,,
688116.SH_天奈科技.csv,0,N/A,N/A,N/A,N/A,,
688117.SH_圣诺生物.csv,2,7.55%,100.00%,11.80%,3.31%,0.076,0.076
688118.SH_普元信息.csv,2,7.26%,50.00%,19.38%,-4.86%,3.991,1.995
688119.SH_中钢洛耐.csv,1,3.49%,100.00%,3.49%,3.49%,0.035,0.035
688120.SH_华海清科.csv,1,4.11%,100.00%,4.11%,4.11%,0.041,0.041
688121.SH_卓然股份.csv,5,2.04%,40.00%,13.42%,-4.93%,2.852,1.141
688122.SH_西部超导.csv,3,-2.73%,0.00%,-1.14%,-4.23%,0.0,0.0
688123.SH_聚辰股份.csv,2,-6.91%,0.00%,-5.11%,-8.71%,0.0,0.0
688125.SH_安达智能.csv,1,1.18%,100.00%,1.18%,1.18%,0.012,0.012
688126.SH_沪硅产业.csv,0,N/A,N/A,N/A,N/A,,
688127.SH_蓝特光学.csv,3,-2.78%,33.33%,4.11%,-6.84%,0.66,0.22
688128.SH_中国电研.csv,1,0.24%,100.00%,0.24%,0.24%,0.002,0.002
688129.SH_东来技术.csv,0,N/A,N/A,N/A,N/A,,
688130.SH_晶华微.csv,1,-3.82%,0.00%,-3.82%,-3.82%,0.0,0.0
688131.SH_皓元医药.csv,5,3.71%,60.00%,12.23%,-4.87%,2.141,1.284
688132.SH_邦彦技术.csv,1,0.00%,0.00%,0.00%,0.00%,0.0,0.0
688133.SH_泰坦科技.csv,6,-4.20%,50.00%,4.13%,-30.46%,0.316,0.158
688135.SH_利扬芯片.csv,0,N/A,N/A,N/A,N/A,,
688136.SH_科兴制药.csv,3,0.46%,66.67%,3.49%,-4.24%,0.664,0.443
688137.SH_近岸蛋白.csv,1,-0.47%,0.00%,-0.47%,-0.47%,0.0,0.0
688138.SH_清溢光电.csv,4,-0.80%,50.00%,1.55%,-4.11%,0.468,0.234
688139.SH_海尔生物.csv,3,2.00%,66.67%,7.45%,-4.23%,1.21,0.807
688141.SH_杰华特.csv,1,8.47%,100.00%,8.47%,8.47%,0.085,0.085
688143.SH_长盈通.csv,0,N/A,N/A,N/A,N/A,,
688146.SH_中船特气.csv,1,4.86%,100.00%,4.86%,4.86%,0.049,0.049
688147.SH_微导纳米.csv,0,N/A,N/A,N/A,N/A,,
688148.SH_芳源股份.csv,0,N/A,N/A,N/A,N/A,,
688150.SH_莱特光电.csv,1,-10.63%,0.00%,-10.63%,-10.63%,0.0,0.0
688151.SH_华强科技.csv,1,7.46%,100.00%,7.46%,7.46%,0.075,0.075
688152.SH_麒麟信安.csv,3,-2.06%,33.33%,19.79%,-15.46%,1.524,0.508
688153.SH_唯捷创芯.csv,0,N/A,N/A,N/A,N/A,,
688155.SH_先惠技术.csv,7,-3.24%,28.57%,8.26%,-16.31%,0.846,0.242
688156.SH_路德环境.csv,1,2.18%,100.00%,2.18%,2.18%,0.022,0.022
688157.SH_松井股份.csv,5,-4.28%,20.00%,1.80%,-10.15%,0.31,0.062
688158.SH_优刻得-W.csv,10,-4.30%,20.00%,2.60%,-13.56%,0.267,0.053
688159.SH_有方科技.csv,1,1.93%,100.00%,1.93%,1.93%,0.019,0.019
688160.SH_步科股份.csv,1,0.96%,100.00%,0.96%,0.96%,0.01,0.01
688161.SH_威高骨科.csv,2,-2.79%,0.00%,-0.44%,-5.14%,0.0,0.0
688162.SH_巨一科技.csv,1,5.32%,100.00%,5.32%,5.32%,0.053,0.053
688163.SH_赛伦生物.csv,3,-3.77%,33.33%,0.36%,-10.14%,0.061,0.02
688165.SH_埃夫特-U.csv,4,0.10%,50.00%,8.21%,-7.74%,1.048,0.524
688166.SH_博瑞医药.csv,3,-8.10%,0.00%,-2.43%,-15.47%,0.0,0.0
688167.SH_炬光科技.csv,1,1.79%,100.00%,1.79%,1.79%,0.018,0.018
688168.SH_安博通.csv,7,-6.69%,28.57%,6.42%,-14.68%,0.32,0.091
688169.SH_石头科技.csv,4,-12.29%,25.00%,3.28%,-32.81%,0.188,0.047
688170.SH_德龙激光.csv,1,12.66%,100.00%,12.66%,12.66%,0.127,0.127
688171.SH_纬德信息.csv,0,N/A,N/A,N/A,N/A,,
688172.SH_燕东微.csv,0,N/A,N/A,N/A,N/A,,
688173.SH_希荻微.csv,0,N/A,N/A,N/A,N/A,,
688175.SH_高凌信息.csv,3,1.47%,66.67%,8.03%,-10.35%,0.713,0.475
688176.SH_亚虹医药-U.csv,0,N/A,N/A,N/A,N/A,,
688177.SH_百奥泰.csv,3,-5.10%,0.00%,-1.05%,-12.70%,0.0,0.0
688178.SH_万德斯.csv,2,0.68%,50.00%,3.87%,-2.51%,1.541,0.771
688179.SH_阿拉丁.csv,6,-0.02%,33.33%,13.83%,-7.71%,1.98,0.66
688180.SH_君实生物-U.csv,3,-3.07%,33.33%,2.37%,-7.71%,0.409,0.136
688181.SH_八亿时空.csv,1,1.69%,100.00%,1.69%,1.69%,0.017,0.017
688182.SH_灿勤科技.csv,2,-7.73%,0.00%,-3.77%,-11.70%,0.0,0.0
688183.SH_生益电子.csv,3,3.02%,66.67%,9.53%,-1.33%,3.9,2.6
688184.SH_ST帕瓦.csv,3,2.70%,66.67%,9.64%,-2.56%,2.081,1.387
688185.SH_康希诺.csv,3,-5.04%,33.33%,4.98%,-12.28%,0.495,0.165
688186.SH_广大特材.csv,2,-1.28%,50.00%,3.83%,-6.40%,0.598,0.299
688187.SH_时代电气.csv,4,-0.23%,75.00%,2.70%,-4.03%,0.258,0.194
688188.SH_柏楚电子.csv,6,2.13%,66.67%,11.10%,-9.11%,1.016,0.677
688189.SH_南新制药.csv,5,-2.09%,40.00%,4.82%,-16.42%,0.667,0.267
688190.SH_云路股份.csv,2,-0.25%,50.00%,3.38%,-3.89%,0.869,0.435
688191.SH_智洋创新.csv,0,N/A,N/A,N/A,N/A,,
688192.SH_迪哲医药-U.csv,1,-1.47%,0.00%,-1.47%,-1.47%,0.0,0.0
688193.SH_仁度生物.csv,5,-1.92%,40.00%,2.72%,-7.97%,0.404,0.162
688195.SH_腾景科技.csv,1,11.16%,100.00%,11.16%,11.16%,0.112,0.112
688196.SH_卓越新能.csv,6,-1.74%,50.00%,2.66%,-6.13%,0.271,0.135
688197.SH_首药控股-U.csv,9,1.75%,22.22%,40.65%,-10.90%,5.116,1.137
688198.SH_佰仁医疗.csv,3,0.82%,66.67%,1.45%,-0.39%,3.671,2.447
688199.SH_久日新材.csv,2,-2.73%,50.00%,2.58%,-8.04%,0.321,0.161
688200.SH_华峰测控.csv,6,1.22%,50.00%,6.73%,-3.82%,2.16,1.08
688201.SH_信安世纪.csv,0,N/A,N/A,N/A,N/A,,
688202.SH_美迪西.csv,2,5.95%,50.00%,19.35%,-7.44%,2.6,1.3
688203.SH_海正生材.csv,0,N/A,N/A,N/A,N/A,,
688205.SH_德科立.csv,2,-4.23%,0.00%,-1.10%,-7.37%,0.0,0.0
688206.SH_概伦电子.csv,2,9.79%,100.00%,11.41%,8.16%,0.098,0.098
688207.SH_格灵深瞳.csv,0,N/A,N/A,N/A,N/A,,
688208.SH_道通科技.csv,3,9.55%,100.00%,13.02%,6.36%,0.095,0.095
688209.SH_英集芯.csv,3,-7.32%,33.33%,1.88%,-16.41%,0.158,0.053
688210.SH_统联精密.csv,3,-8.76%,0.00%,-1.20%,-14.01%,0.0,0.0
688211.SH_中科微至.csv,4,8.70%,100.00%,14.55%,4.93%,0.087,0.087
688212.SH_澳华内镜.csv,7,5.28%,57.14%,23.83%,-5.08%,3.879,2.217
688213.SH_思特威-W.csv,0,N/A,N/A,N/A,N/A,,
688215.SH_瑞晟智能.csv,2,4.50%,100.00%,7.88%,1.11%,0.045,0.045
688216.SH_气派科技.csv,0,N/A,N/A,N/A,N/A,,
688217.SH_睿昂基因.csv,1,-0.88%,0.00%,-0.88%,-0.88%,0.0,0.0
688218.SH_江苏北人.csv,3,0.55%,33.33%,16.27%,-8.97%,2.224,0.741
688219.SH_会通股份.csv,2,0.44%,50.00%,3.36%,-2.49%,1.352,0.676
688220.SH_翱捷科技-U.csv,4,2.11%,100.00%,4.30%,0.41%,0.021,0.021
688221.SH_前沿生物-U.csv,3,0.00%,66.67%,1.48%,-1.79%,0.501,0.334
688222.SH_成都先导.csv,2,-5.03%,0.00%,-4.65%,-5.41%,0.0,0.0
688223.SH_晶科能源.csv,3,1.89%,66.67%,7.82%,-4.95%,1.074,0.716
688225.SH_亚信安全.csv,0,N/A,N/A,N/A,N/A,,
688226.SH_威腾电气.csv,0,N/A,N/A,N/A,N/A,,
688227.SH_品高股份.csv,0,N/A,N/A,N/A,N/A,,
688228.SH_开普云.csv,3,0.90%,66.67%,3.01%,-0.70%,2.421,1.614
688229.SH_博睿数据.csv,3,5.32%,33.33%,18.81%,-2.40%,13.14,4.38
688230.SH_芯导科技.csv,1,15.54%,100.00%,15.54%,15.54%,0.155,0.155
688231.SH_隆达股份.csv,1,-1.73%,0.00%,-1.73%,-1.73%,0.0,0.0
688232.SH_新点软件.csv,2,1.37%,50.00%,7.19%,-4.45%,1.617,0.809
688233.SH_神工股份.csv,5,4.98%,80.00%,12.45%,-1.96%,3.432,2.745
688234.SH_天岳先进.csv,2,-6.84%,0.00%,-3.44%,-10.24%,0.0,0.0
688235.SH_百济神州-U.csv,1,3.90%,100.00%,3.90%,3.90%,0.039,0.039
688236.SH_春立医疗.csv,5,-1.02%,40.00%,5.55%,-6.09%,0.846,0.339
688237.SH_超卓航科.csv,2,2.63%,50.00%,12.57%,-7.30%,1.72,0.86
688238.SH_和元生物.csv,2,-0.70%,50.00%,0.32%,-1.71%,0.184,0.092
688239.SH_航宇科技.csv,3,5.97%,100.00%,9.32%,1.66%,0.06,0.06
688244.SH_永信至诚.csv,1,10.68%,100.00%,10.68%,10.68%,0.107,0.107
688246.SH_嘉和美康.csv,2,-0.51%,50.00%,2.35%,-3.36%,0.699,0.35
688247.SH_宣泰医药.csv,2,2.42%,100.00%,3.26%,1.58%,0.024,0.024
688248.SH_南网科技.csv,1,4.00%,100.00%,4.00%,4.00%,0.04,0.04
688249.SH_晶合集成.csv,1,-3.49%,0.00%,-3.49%,-3.49%,0.0,0.0
688251.SH_井松智能.csv,1,0.75%,100.00%,0.75%,0.75%,0.008,0.008
688252.SH_天德钰.csv,3,9.93%,66.67%,16.34%,-2.03%,7.84,5.227
688253.SH_英诺特.csv,1,0.25%,100.00%,0.25%,0.25%,0.002,0.002
688255.SH_凯尔达.csv,4,0.89%,50.00%,4.74%,-2.95%,1.79,0.895
688256.SH_寒武纪-U.csv,4,-5.26%,0.00%,-0.76%,-8.69%,0.0,0.0
688257.SH_新锐股份.csv,0,N/A,N/A,N/A,N/A,,
688258.SH_卓易信息.csv,2,7.80%,100.00%,7.83%,7.78%,0.078,0.078
688259.SH_创耀科技.csv,1,-6.01%,0.00%,-6.01%,-6.01%,0.0,0.0
688260.SH_昀冢科技.csv,2,6.55%,50.00%,18.51%,-5.42%,3.418,1.709
688261.SH_东微半导.csv,3,-0.14%,33.33%,4.07%,-4.33%,1.819,0.606
688262.SH_国芯科技.csv,0,N/A,N/A,N/A,N/A,,
688265.SH_南模生物.csv,2,0.98%,100.00%,1.28%,0.68%,0.01,0.01
688266.SH_泽璟制药-U.csv,5,-2.84%,20.00%,0.39%,-8.48%,0.108,0.022
688267.SH_中触媒.csv,2,-2.02%,0.00%,-0.03%,-4.01%,0.0,0.0
688268.SH_华特气体.csv,4,-2.20%,25.00%,3.28%,-6.69%,0.815,0.204
688269.SH_凯立新材.csv,0,N/A,N/A,N/A,N/A,,
688270.SH_臻镭科技.csv,1,-1.69%,0.00%,-1.69%,-1.69%,0.0,0.0
688271.SH_联影医疗.csv,4,0.44%,50.00%,3.95%,-2.19%,1.668,0.834
688272.SH_富吉瑞.csv,1,12.22%,100.00%,12.22%,12.22%,0.122,0.122
688273.SH_麦澜德.csv,3,-2.21%,33.33%,4.06%,-7.36%,0.76,0.253
688275.SH_万润新能.csv,2,-6.21%,0.00%,-4.81%,-7.60%,0.0,0.0
688276.SH_百克生物.csv,5,2.22%,80.00%,8.78%,-8.53%,0.576,0.461
688277.SH_天智航-U.csv,3,-0.85%,66.67%,2.43%,-7.38%,0.327,0.218
688278.SH_特宝生物.csv,3,3.69%,100.00%,5.83%,1.38%,0.037,0.037
688279.SH_峰岹科技.csv,1,-1.69%,0.00%,-1.69%,-1.69%,0.0,0.0
688280.SH_精进电动-UW.csv,1,0.12%,100.00%,0.12%,0.12%,0.001,0.001
688281.SH_华秦科技.csv,5,2.89%,80.00%,11.82%,-2.85%,1.52,1.216
